,Hotel_Title,Title_URL,Address,Address_URL,City,Review_Text,Price,Rating,State
23,Swiss Cottage Suites,https://hotels.ng/hotel/29223-swiss-cottage-suites-apartments-lagos,"Ikeja , Lagos -  18 Sunday Adigun Street Alausa Ikeja( Adjacent To Ikeja City Mall).",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja ,My stay was alright. I had no issues at all....,13500.0,7.9,Lagos
25,Atlantic Palms Suites,https://hotels.ng/hotel/1241703-atlantic-palms-suite,"Lekki, Lagos - 1, Abolakale Arikawe Drive, Off Alpha Beach New Road Bus Stop, Lekki-Epe Express Way, Chevron Drive",https://hotels.ng/hotels-in-lagos/lekki,Lekki, Atlantic Palms is cool but their food is expensive....,13500.0,7.6,Lagos
27,KnightsBridge Hotel,https://hotels.ng/hotel/58969-knightsbridge-hotel-lagos,"Ikeja, Lagos - 9 Emina Crescent Off Toyin Street ",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"It was great, I like the  room, everything was working perfectly. I also enjoyed the 24hou...",12750.0,7.7,Lagos
28,Unilag Guest House,https://hotels.ng/hotel/62224-unilag-guest-house-lagos,"Yaba, Lagos - University Of Lagos Akoka ",https://hotels.ng/hotels-in-lagos/yaba,Yaba,Fun filled stay....,3150.0,6.0,Lagos
29,Presken Hotel @ International Airport RD (Formerly Max Royal Hotel),https://hotels.ng/hotel/1004905-max-royal-hotel-lagos,"Oshodi, Lagos - 50, International Airport Road, Ajao Estate Busstop, Mafoluku, Shogunle.",https://hotels.ng/hotels-in-lagos/oshodi,Oshodi,My stay was fine...,14600.0,7.9,Lagos
31,Divine Fountain Hotel,https://hotels.ng/hotel/78454-divine-fountain-hotel-lagos,"Ikeja, Lagos - 12, Lateef Jakande, Agindingbi, Ikeja , Lagos",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,I enjoyed my stay at the hotel. The reception that I received was very good. The staff wer...,6500.0,6.2,Lagos
32,Eastgate Lekki,https://hotels.ng/hotel/1006592-eastgate-lekki-lagos,"Lekki, Lagos - 4, Dreamworld Africana Way Olugborogan Olusesi, Chevron Round-about, By The Second Lekki Toll. Lekki",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"I had a nice welcome, the receptionist was very helpful....",18000.0,7.3,Lagos
33,Pearlwort Hotel And Suites,https://hotels.ng/hotel/1012649-pearlwort-hotel-lagos,"Ikeja, Lagos -  Plot 7, Impressive Close, Off L.J. Dosunmu Street, Central Business District, Alausa",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"My stay at  Pearlwort Hotel was wonderful, water and power supply was uninterrupted. I enj...",26700.0,7.0,Lagos
34,Zeina Suites,https://hotels.ng/hotel/996398-zeina-suites-lagos,"Lekki, Lagos - 1, General Ogumodia Boulavard, Lekki Phase 1, Lekki",https://hotels.ng/hotels-in-lagos/lekki,Lekki, My stay at the hotel was a good one. Very okay at that. Good service delivery. The enviro...,10000.0,7.1,Lagos
35,Villa Angelia Hotel,https://hotels.ng/hotel/54261-villa-angelia-boutique-hotel-lagos,"Ikoyi, Lagos - 2/7 Okunla Martins Close Off Okotie Eboh Street Off Awolowo Road ",https://hotels.ng/hotels-in-lagos/ikoyi,Ikoyi,My stay was amazing. Everything was perfect....,16000.0,7.9,Lagos
36,Axor Hotels And Suites,https://hotels.ng/hotel/42572-axor-hetels-and-suites-lagos,"Lekki, Lagos - Plot 16/17 Sule Olusesi Street, Beside Conservation Center, Opposite Chevron Quarters, 2nd Toll Gate,off Lekki-Epe Expressway ,Lagos.",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"The hotel facilities are very much okay for that price, the services was a top notch. It's...",13000.0,7.5,Lagos
38,Silver Grandeur Hotel,https://hotels.ng/hotel/88244-silver-grandeur-hotel-lagos,"Ajao Estate, Lagos - No. 4 Abgor Close Off Osolo Way.",https://hotels.ng/hotels-in-lagos/ajao-estate,Ajao Estate, It is really a beautiful place. The environment is calm and peaceful. The Business Deluxe...,9800.0,7.7,Lagos
39,Lagos Airport Hotel,https://hotels.ng/hotel/18751-lagos-airport-hotel-lagos,"Ikeja, Lagos - 111 Obafemi Awolowo Way Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja, My stay at the hotel was pretty nice. There were no issues encountered at check in. The e...,25500.0,6.4,Lagos
40,Preserve Apartment And Suite,https://hotels.ng/hotel/1006763-preserve-apartment-and-suite-lagos,"Lekki Phase 1, Lagos - 14, Babatunde Dabiri Street",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,"Nice place to stay, my stay was fine, I thank God for everything....",14500.0,7.7,Lagos
42,Villa Angelia Victoria Island ,https://hotels.ng/hotel/67564-villa-angelia-victoria-island-chinese-restaurant-lagos,"Victoria Island, Lagos - 20 Oju Olobun Street, Off Bishop Oluwole Street, Victoria Island",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,"The environment is very neat and quiet, the staff were very friendly and willing to assist...",15000.0,7.3,Lagos
43,City View Hotel Ltd.,https://hotels.ng/hotel/68622-city-view-hotel-ltd-lagos,"Ikeja, Lagos - 1 Taiwo Close Off Kudirat Abiola Way Oregun",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,My stay was great I had no challenge at all...,8500.0,7.2,Lagos
44,Easy Homes Hotels,https://hotels.ng/hotel/1005935-eh-royal-lagos,"Surulere, Lagos - 33 Eric Moore Close Off Eric Moore Road",https://hotels.ng/hotels-in-lagos/surulere,Surulere,"I had a good stay at the hotel. The room was neat, the service was good and the reception ...",8000.0,7.2,Lagos
45,Peaceland Hotels Limited,https://hotels.ng/hotel/63637-peaceland-hotels-limited-lagos,"Yaba , Lagos - 1 Tokunboh Street, Sabo, Yaba. ",https://hotels.ng/hotels-in-lagos/yaba,Yaba ,I had a nice stayed at the hotel....,7000.0,7.5,Lagos
51,Pelican International Hotel,https://hotels.ng/hotel/1008146-pelican-internationale-hotel-lagos,"Lekki, Lagos - By Chevron Roundabout, Chevy Estate, Lekki Lagos",https://hotels.ng/hotels-in-lagos/lekki,Lekki,The hotel was very conducive. This is an awesome hotel with great hospitality and truly go...,15000.0,7.8,Lagos
52,TheoDawn Hotels( Formerly Suite 29),https://hotels.ng/hotel/38229-suite-29-lagos,"Ikeja, Lagos - 29 Oluwaleyimu Street Off Allen Avenue",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"Nice hotel with polite staff. The room was clean and comfortable, I really enjoyed my stay...",8500.0,6.4,Lagos
53,MarcoPolo Hotel ,https://hotels.ng/hotel/66121-marco-polo-hotel-suites-lagos,"Lekki, Lagos - 4, Yeni Crescent, Chevy View Estate, Opposite Chevron Office, Lekki Phase 3",https://hotels.ng/hotels-in-lagos/lekki,Lekki,The hotel is not well kept. We had to demand for our room to be changed after we noticed t...,18499.0,7.6,Lagos
54,Coronia Hotel,https://hotels.ng/hotel/67668-coronia-hotel-ajao-estate-lagos-lagos,"Ajao Estate, Lagos - No 2 In A Jegede Close Ajao Estate Lagos",https://hotels.ng/hotels-in-lagos/ajao-estate,Ajao Estate,I enjoyed my stay. ...,14000.0,7.2,Lagos
55,Festival Hotel Festac Lagos (Formerly Golden Tulip Festac Lagos),https://hotels.ng/hotel/49214-golden-tulip-festac-lagos-lagos,"Festac, Lagos - Amuwo Odofin Mile 2 Lagos, P.M.B 031",https://hotels.ng/hotels-in-lagos/festac,Festac,The hotel was amazing. Their Wi-Fi is commendable and their rooms are beautiful. The view ...,27200.0,7.9,Lagos
56,Libra Hotels Ltd.,https://hotels.ng/hotel/29486-libra-hotels-ltd-lagos,"Ikeja, Lagos - 1 Ramonu Oyedele Street,by Total Filling Station,Oregun.",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,My stay was okay....,5000.0,6.2,Lagos
57,Rita Lori Hotels,https://hotels.ng/hotel/75665-rita-lori-hotels-ltd-lagos,"Surulere, Lagos - 1-4 Taoridi Street, Off Babs Animashaun Road",https://hotels.ng/hotels-in-lagos/surulere,Surulere,I like the hotel. My stay was good....,17000.0,7.1,Lagos
58,Westwood Hotel Ikoyi,https://hotels.ng/hotel/55558-protea-hotel-ikoyi-westwood-lagos,"Ikoyi, Lagos - 22 Awolowo Road Ikoyi",https://hotels.ng/hotels-in-lagos/ikoyi,Ikoyi,My stay at the hotel was short but very wonderful. The rooms were elegant and modernly fur...,35000.0,7.5,Lagos
60,Maison Fahrenheit,https://hotels.ng/hotel/998571-maison-fahrenheit-lagos,"Victoria Island, Lagos - 80, Ademola Adetokunbo Street, Opposite Eko Hotel",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,I had a fantastic stay and the hotel lived up to its billing. The environment was serene a...,48000.0,7.9,Lagos
61,Golden Destiny Hotel Limited,https://hotels.ng/hotel/25874-golden-destiny-hotel-limited-lagos,"Ajao Estate, Lagos - 6 Awoniyi Elemo Street, Off Osolo Way Off M/M International Airport Road",https://hotels.ng/hotels-in-lagos/ajao-estate,Ajao Estate,Standard hospitality service is strictly the watchword at this hotel. I was made very comf...,9500.0,6.5,Lagos
62,Presken Hotel @K-One Place,https://hotels.ng/hotel/12384-k-one-hotels-and-suites-lagos,"Ikeja, Lagos - 23 Sogunle Street, Off Mobolaji Bank Anthony Way Abule-Onigbagbo Estate Behind Etiebet Place",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"I love this place, the staff are very good, they are so respectful. I love the location, b...",14600.0,6.7,Lagos
64,Lavalon Hotels And Suites,https://hotels.ng/hotel/18813-lavalon-hotels-and-suites-lagos,"Ajah, Lagos - 11/13 Kolawole Adekunle St. (Opp Ecobank) Off Addo Rd. Ajah",https://hotels.ng/hotels-in-lagos/ajah,Ajah,"Good environment, nice staff and comfortable room.  Cool place....",10500.0,7.7,Lagos
65,Hotel C And M,https://hotels.ng/hotel/998636-hotel-c-and-m-ltd-lagos,"Lekki, Lagos - 13,  Tolani Bakare Street, Abijoh Estate, Off Lekki - Epe Expressway,  Ajah Market, Abijoh Bus Stop, Lekki, Lagos, Nigeria",https://hotels.ng/hotels-in-lagos/lekki,Lekki,My stay was awesome....,4000.0,7.0,Lagos
66,Peerage Retreat,https://hotels.ng/hotel/47526-peerage-retreat-and-resort-lagos,"Victoria Island, Lagos - 1, Olabode George Street,Off Ajose Adeogun Street",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,My stay was fantastic. ...,11000.0,7.3,Lagos
67,Benny Hotels ,https://hotels.ng/hotel/17477-benny-hotels-lagos,"Festac, Lagos - Plot 641 First Avenue",https://hotels.ng/hotels-in-lagos/festac,Festac,I had a lovely stay at the hotel. I already made another reservation to go back there. I h...,11000.0,6.9,Lagos
68,The Hedge Suites,https://hotels.ng/hotel/1003821-the-hedge-suites-lagos,"Victoria Island, Lagos - 194B Jide Oki Street Off Ligali Ayorinde Street, V.I",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,"I really had a good time, the service quality was perfect, the food was okay...",15000.0,7.4,Lagos
69,De Rembrandt Hotels And Suites,https://hotels.ng/hotel/51856-de-renaissance-hotel-lagos,"Ikeja, Lagos - 172 Obafemi Awolowo Way",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"De Renaissance Hotel  is really a place to be, very beautiful and quiet. My room was neat ...",26000.0,7.8,Lagos
70,New Travellers Lodge ,https://hotels.ng/hotel/996457-new-travellers-lodge-suites-lagos,"Iyana Ipaja, Lagos - 161, Abeokuta Express Way, Beside Access Bank, Araromi Busstop, Iyana Ipaja, Lagos",https://hotels.ng/hotels-in-lagos/iyana-ipaja,Iyana Ipaja,My stay at the hotel was not bad at all.  The staff were nice and polite. The facilities a...,6000.0,7.3,Lagos
71,Chadon Kitchen ,https://hotels.ng/hotel/32241-chadon-kitchen-lodging-lagos,"Maryland, Lagos - 12/16 Tiamiyu Olushile Street, Mende ",https://hotels.ng/hotels-in-lagos/maryland,Maryland,"I enjoyed my stay, the room was really neat. It's was beyond my expectation, I would rate ...",5500.0,6.6,Lagos
73,Annes Luxury Suite,https://hotels.ng/hotel/1011235-annes-luxury-suite,"Victoria Island, Lagos - 243B, Muri Okunola Street, Victoria Island, Lagos",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,"My stay in Annes luxury suites was very delightful and comfortable. Hospitable staffs, goo...",15000.0,7.2,Lagos
74,Esporta Suites (Formerly Dupoint 71 Place),https://hotels.ng/hotel/86949-dupont-71-place-lekki-lagos,"Lekki, Lagos - Plot 71, Admiral Ayinla Way, 3rd Ikate Round About",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"

My stay at the nice. The hotel was calm, I love the location and serenity of the envir...",12000.0,6.5,Lagos
75,The W Hotel,https://hotels.ng/hotel/1004518-the-w-hotel-lagos,"Ikeja, Lagos - 1, Oduduwa Crescent GRA, Ikeja, Lagos.",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"It was a great experience. They are welcoming, good customer service, the rooms are okay b...",13150.0,7.3,Lagos
80,Divine Fountain Hotel,https://hotels.ng/hotel/31656-divine-fountain-hotel-lagos,"Victoria Island, Lagos - Plot 156, Prince Ade Odedina Street, Off Jide Oki Street",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,I had an okay stay at the hotel. I had no issues at check in and check out. The customer s...,11000.0,7.4,Lagos
82,De Santos Hotel,https://hotels.ng/hotel/12273-de-santos-hotel-lagos,"Akowonjo, Lagos - 7 Shasha Road, Akowonjo Roundabout, By Dopemu Overhead",https://hotels.ng/hotels-in-lagos/akowonjo,Akowonjo,Their services are outstanding.  I'm pleased and satisfied with the services....,18000.0,7.7,Lagos
83,Limeridge Hotel,https://hotels.ng/hotel/65735-limeridge-hotel-lagos,"Lekki, Lagos - Plot 10, Chevron Drive",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"The hotel is nice and beautiful, well equipped and in a  secured environment, good quality...",21500.0,7.5,Lagos
85,7th Heaven Hotels And Suite,https://hotels.ng/hotel/1012275-7th-heaven-hotels-and-suite-lagos,"Maryland, Lagos - No 11,Tunde Alabi Street,off Okey Okeke Drive, Arowojobe,mende,maryland,lagos.",https://hotels.ng/hotels-in-lagos/maryland,Maryland,Everything was perfect. ...,8450.0,7.1,Lagos
86,Grandvenice Transit Apartments,https://hotels.ng/hotel/1001941-grandvenice-transit-apartments-lagos,"Lagos/Ajao Estate, Lagos - 12 Fatai Irawo Street, Off International Airport Road",https://hotels.ng/hotels-in-lagos/lagos/ajao-estate,Lagos/Ajao Estate,I am satisfied with the services delivered. The rooms are very comfortable and homely. The...,15000.0,7.1,Lagos
88,Villa Thirty Three,https://hotels.ng/hotel/1242647-villa-thirty-three-ltd,"Lekki Phase 1, Lagos - 33, Jay Jay Oladimeji Close, Off Freedom Way",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,"Loved my stay here, great location.  Everything worked perfectly with well trained staff ,...",20000.0,6.5,Lagos
93,Topaz Lodge,https://hotels.ng/hotel/1006706-topaz-hotels-and-apartments-lagos,"Lekki Phase 1, Lagos - 9, Ichie Chris Onyekwuluje Off Abike Animashaun",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,"I had a fantastic experience, the hotel was really enjoyable. The staff were really nice a...",18000.0,7.2,Lagos
94,The Snug,https://hotels.ng/hotel/998848-the-snug-lagos,"Yaba, Lagos - 30 Commercial Avenue, . Behind First Bank, Sabo, Yaba",https://hotels.ng/hotels-in-lagos/yaba,Yaba,I am very pleased with the hotel's services and their facilities. They are always on point...,13000.0,7.8,Lagos
97,Dublina Suites,https://hotels.ng/hotel/25574-dublina-suites-lagos,"Festac, Lagos - 4th Avenue By G Close Festac ",https://hotels.ng/hotels-in-lagos/festac,Festac,"This hotel is cool. The environment is serene, the rooms are neat and well lit, its one of...",8550.0,6.3,Lagos
98,Lekki Heights Hotel,https://hotels.ng/hotel/48579-lekki-heights-hotel-lagos,"Lekki, Lagos - 1 General Ogomudia Boulevard, Off Babatunde Anjous, Lekki Phase 1.",https://hotels.ng/hotels-in-lagos/lekki,Lekki,The hotel's electricity was stable for the duration of my time there. Water was regular to...,15000.0,7.7,Lagos
99,PRIMAL HOTEL AND RESORT SERVICES LTD (formerly Tripple Four Hotel),https://hotels.ng/hotel/22377-the-grandluxe-hotel-lagos,"Ikeja, Lagos - No 4, Harold Shodipo Crescent, Off Joel Ogunaike, GRA, Ikeja ",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"The hotel is very good. The environment, rooms, reception were all good. My choice wheneve...",16500.0,7.4,Lagos
100,D'luxx Villa And Suites ,https://hotels.ng/hotel/1391736-dluxx-villa-and-suites,"Ajao Estate, Lagos - 18-20,  Adekunle Akala Street, Off Fatai Irawo Street Ajao Junction Near Ibis Royal Hotel, Ajao Estate",https://hotels.ng/hotels-in-lagos/ajao-estate,Ajao Estate,I had a nice time at the hotel....,10000.0,6.9,Lagos
101,Oak Hotel,https://hotels.ng/hotel/69943-oak-hotel-lagos,"Festac, Lagos - Plot 241 Festac Link Road, By Rasaki Junctio",https://hotels.ng/hotels-in-lagos/festac,Festac,I had a lovely stay at the hotel. It is a  very good location with good amenities present....,4500.0,6.1,Lagos
102,Blue Lodge Hotel,https://hotels.ng/hotel/75245-blue-lodge-hotel-lagos,"Ikeja, Lagos - 9A Service Road By Catholic Church Of Ascension, Muritala Muhammed International Airport.",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,Breath taking rooms and swift room services...,23900.0,7.1,Lagos
104,Ajaxbel Hotel ,https://hotels.ng/hotel/37612-ajaxbel-hotel-lagos,"Ajah, Lagos -  5, Hussanat Sanni Close Ogombo Eti-osa Lekki-Ajah",https://hotels.ng/hotels-in-lagos/ajah,Ajah,"

My stay was so wonderful, the hotel was so clean and quiet. The hotel staff was so fri...",2000.0,6.0,Lagos
105,Morning Side Suites And Spa,https://hotels.ng/hotel/16246-morning-side-suites-lagos,"Victoria Island, Lagos - 200C Etim Inyang",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,The hotel was excellent without a fault.  I spent a whole 5 nights and did not have any co...,28000.0,7.9,Lagos
106,ELLIS SUITES,https://hotels.ng/hotel/994896-ellis-suites-lagos,"Ojodu Berger, Lagos - 22/26 Oremeta Street, Ojodu Berger, Ikeja",https://hotels.ng/hotels-in-lagos/ojodu-berger,Ojodu Berger,My stay was fine....,13500.0,7.4,Lagos
107,Shoregate Hotel,https://hotels.ng/hotel/1008541-shore-gate-hotel-lagos,"Ikeja GRA, Lagos - 29 Joel Ogunnaike ",https://hotels.ng/hotels-in-lagos/ikeja-gra,Ikeja GRA,Service at this hotel was really good. The bathrooms were really nice with adequate toilet...,40000.0,7.9,Lagos
110,BENESTAR SUITES,https://hotels.ng/hotel/88812-benestar-suites-lagos," Surulere,Lagos, Lagos - 34 Tafawa Balewa Crescent.  Off Adeniran Ogusanya Street. Near The National Stadium, Near Teslim Balogun Stadium And LUTH. Surulere Lagos.","https://hotels.ng/hotels-in-lagos/surulere,lagos"," Surulere,Lagos","My stay at the hotel was worth it, I enjoyed every bit. The services rendered at the hotel...",12000.0,7.4,Lagos
113,Choice Hospitality (Luxury Suites),https://hotels.ng/hotel/1392150-choice-suites-ii,"Ikeja, Lagos - No 5, Tiwalade Close, Off Bamisile Street, Off Allen Avenue, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja," I enjoyed my stay, I would rate 8/10....",13500.0,7.8,Lagos
115,Our Home Suite Hotel,https://hotels.ng/hotel/65812-our-home-suite-hotel-lagos,"Ikeja, Lagos - 70E Allen Avenue, By Nikky Africana Plaza Opposite UBA Bank",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,I enjoyed every bit of my stay. The hotel is decent and comfortable. It's located in a qui...,10550.0,7.8,Lagos
116,La Campagne Tropicana,https://hotels.ng/hotel/13563-la-campagne-tropicana-lagos,"Lekki, Lagos - Ikegun Ibeju-Lekki Local Government Area, Epe Expressway",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"It's a beautiful scenery place,  but the service to customers is bad.  Totally overrated p...",60000.0,6.2,Lagos
117,Apartment Royale Hotel And Suite,https://hotels.ng/hotel/57934-apartment-royale-hotel-lagos,"Ikeja, Lagos - 4 Wole Ogunjimi Street Off Agbaoku Street ",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,This experience was beyond amazing. I found this hotel online before traveling to Nigeria ...,21000.0,7.4,Lagos
118,Serena Hotels And Suites ,https://hotels.ng/hotel/1392344-serena-hotels,"Surulere, Lagos - 48 Asoge Street Cele/Okota Link Bridge Ijesha Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,My stay was splendid. I had a seamless check in and I enjoyed all their services....,8000.0,7.2,Lagos
121,Palazzo Dumont Hotel,https://hotels.ng/hotel/84793-palazzo-dumont-hotel-lagos,"Lekki, Lagos - Plot 24 Chevron Drive By Northern Foreshore Gate Lekki Lagos",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"I had splendid stay, the services were excellent....",25000.0,7.6,Lagos
122,Fairmont Suites By Virgin Hospitality,https://hotels.ng/hotel/65629-fairmont-suites-lounge-lagos,"Ajah, Lagos - 5 Oyedayo Olafisoye Close, Westwood Estate, Cele/Lawyer Bus-Stop, Badore Road.",https://hotels.ng/hotels-in-lagos/ajah,Ajah,My stay at the hotel was alright. All went well just as it ought to be. The environment wa...,5000.0,6.7,Lagos
124,Cynarisso Hotel Limited.,https://hotels.ng/hotel/18569-cynarisso-hotel-ltd-lagos,"Ajao Estate, Lagos - 15/17 Kaara Street, Off Osolo Way, M/M Airport Road",https://hotels.ng/hotels-in-lagos/ajao-estate,Ajao Estate,"I was comfortable during my stay, nothing special about the hotel....",8500.0,6.5,Lagos
126,Rosewood Residence Lagos,https://hotels.ng/hotel/997668-stella-matutina-guest-house-lagos,"Ikoyi, Lagos - 113a Mainland Way Dolphin Estate Ikoyi",https://hotels.ng/hotels-in-lagos/ikoyi,Ikoyi,"I had a very good stay at Rosewood Hotel. I fact, it was so good that I had to extend my s...",13000.0,7.9,Lagos
130,Elegant Suites (Formerly Ocean Suites),https://hotels.ng/hotel/91851-ocean-suites-hotels-lagos,"Gbagada, Lagos - 1/3 Safuratu Sekoni Street Behind R-Jolad Hospital Phase 2",https://hotels.ng/hotels-in-lagos/gbagada,Gbagada,My stay at the hotel was fine. I really enjoyed my stay there. The customer service delive...,18000.0,6.9,Lagos
134,Bakky Fasal Guest House,https://hotels.ng/hotel/1002408-bakky-fasal-hotel-lagos,"Ketu, Lagos - 11 Bello Folawiyo Crescent, Ikosi, Ketu",https://hotels.ng/hotels-in-lagos/ketu,Ketu,"There was no duvet and it was so cold.  Also, there was no intercom in my room, that was s...",4000.0,6.9,Lagos
137,Xgarden Hotel And Suites,https://hotels.ng/hotel/1391177-xgarden-hotel-and-suites,"Ebute Metta, Lagos - 14, Ijero Street, Ebute Metta",https://hotels.ng/hotels-in-lagos/ebute-metta,Ebute Metta,"I had a nice stay at the hotel. Customer service was also good,  environment was clean and...",6000.0,7.6,Lagos
140,Demiral Hotel (The Place),https://hotels.ng/hotel/1391713-demiral-hotel-the-place,"Surulere, Lagos - 36, Adeniran Ogunsanya Street, Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,My stay at the hotel was fantastic. ...,12000.0,7.9,Lagos
145,Pacific Hotel And Suites 2,https://hotels.ng/hotel/51868-pacific-hotel-and-suites-lagos,"Alakuko, Lagos - 105, Baale Animashaun Road Dalemo Bus Stop, Alakuko",https://hotels.ng/hotels-in-lagos/alakuko,Alakuko,"Although locating the hotel was difficult, I had a nice stay....",8000.0,6.7,Lagos
146,Queenset Guest House ,https://hotels.ng/hotel/1007165-queenset-guest-house-lagos,"Ikeja, Lagos - No.38,Unity Road,off Toyin",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,It was an okay stay....,4500.0,6.6,Lagos
151,Alomars Lodge,https://hotels.ng/hotel/33626-alomars-lodge-lagos,"Ikorodu, Lagos - 5/6 Rotimi Odusanya Street, Off Haruna Bustop.",https://hotels.ng/hotels-in-lagos/ikorodu,Ikorodu,"The staff and management were efficient as they catered to my needs, they made sure that I...",3000.0,7.1,Lagos
153,Paragon Hotel Limited,https://hotels.ng/hotel/55463-paragon-hotel-limited-lagos,"Surulere, Lagos - 24/26, Sanya Street, Aguda-Surulere",https://hotels.ng/hotels-in-lagos/surulere,Surulere,"I had a nice stay in the hotel. The staff were nice, food was tasty. ...",6000.0,7.6,Lagos
155,Oakspring Hotel And Luxury Suites,https://hotels.ng/hotel/16989-oakspring-lagos,"Gbagada, Lagos - No. 5 Sunday Ogunyade Street, Gbagada Lagos.",https://hotels.ng/hotels-in-lagos/gbagada,Gbagada,My stay at this hotel was cozy and comfortable and that's what I craved for that night. Th...,19800.0,7.5,Lagos
161,Cristabol Place - Hotel ,https://hotels.ng/hotel/17216-cristabol-place-hotel-apartments-lagos,"Lekki , Lagos - 23 Fubara Dublin Green Street, Off Alpha Beach Road",https://hotels.ng/hotels-in-lagos/lekki,Lekki ,The customer service was good. The hotel staff were friendly and responsive....,8000.0,6.1,Lagos
164,Crownedge Hotels,https://hotels.ng/hotel/61365-crownedge-hotels-lagos,"Ikeja, Lagos - 13 Afolabi Aina Street, Beside Alade Market - Off Allen Avenue Behind Ecobank",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"Nice location. My expectations were met, good reception, neat and comfortable room.  Servi...",13000.0,6.1,Lagos
165,Presken Hotel @Reliance Royal Suites Limited,https://hotels.ng/hotel/72232-reliance-royal-suites-limited-lagos,"Ikeja, Lagos - 15 - 21 Majekodunmi Street, Off Allen Avenue, By Oshopey Plaza.",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"I had a wonderful stay at the hotel,  the staff were homely and down to earth, I got a war...",14600.0,6.5,Lagos
166,Nevada Hotels And Suites,https://hotels.ng/hotel/64699-nevada-hotels-and-suites-lagos,"Lekki, Lagos - 3 Aaron Irabor Street, Off Alh. Prince Raufu Ishola Lemomu Street Agungi Road, Lekki,Lagos.",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"Firstly, this hotel should ensure that all their room categories are up to standard. I ini...",15000.0,7.0,Lagos
167,Dmatel Hotels Ikota,https://hotels.ng/hotel/1391142-dmatel-hotels-ikota,"Lekki Phase 2, Lagos - Royal Villa Estate, Beside Ascon Filling Station, Opposite MegaChicken, Lekki-Epe Expressway, Ikota, Eti-Osa",https://hotels.ng/hotels-in-lagos/lekki-phase-2,Lekki Phase 2,My stay was okay. Thanks to Hotels.ng....,13000.0,6.3,Lagos
172,House B Guest House,https://hotels.ng/hotel/74394-house-b-guest-house-lagos,"Magodo, Lagos - 10, Sebastine Street, Off Association Avenue, Shangisha Magodo",https://hotels.ng/hotels-in-lagos/magodo,Magodo,The room was properly arranged and comfortable.  I enjoyed my stay...,14500.0,6.5,Lagos
177,Angle Villa Hotel,https://hotels.ng/hotel/1006615-angle-hotel-lagos,"Lekki Phase 1, Lagos - 1 Ogbunike Street, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,My stay at the hotel was perfect. Although nothing more than I expected. There was constan...,35000.0,7.9,Lagos
179,Class Suites Opebi Ikeja ,https://hotels.ng/hotel/994973-class-suites-opebi-lagos,"Ikeja, Lagos - 17 Agbaoku Street, Off Opebi Road",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,I had a nice time. Everywhere was clean and comfortable....,16000.0,7.2,Lagos
181,Downtown Royal Hotel Limited ,https://hotels.ng/hotel/63263-downtown-royal-hotel-limited-lagos,"Ikeja, Lagos - 22 Dipeolu, Off Awolowo Way",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"The room size was very small and I had to manage the room all through my stay, the bed was...",10000.0,6.8,Lagos
