Hotel_Title,Title_URL,Address,Address_URL,City,Review_Text,Price,Rating,Number_of_Reviews
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zanurakh Hotel And Suites,https://hotels.ng/hotel/1393407-zanurakh-hotel-and-suites,"Zaria, Kaduna - 7, Kasupa Crescent, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Zazarak Motel,https://hotels.ng/hotel/1393408-zazarak-motel,"Zaria, Kaduna - Kataf, Kakuri, Kaduna",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
Kuciano Hotel,https://hotels.ng/hotel/1398757-kuciano-hotel,", Kaduna - 8/9 Libya Road  Barnawa Kaduna State, Nigeria   ",https://hotels.ng/hotels-in-kaduna/,,,,,
Nordhaus Hotel,https://hotels.ng/hotel/1398778-nordhaus-hotel,", Kaduna - No.1 Prof Polite Avenue, Karji",https://hotels.ng/hotels-in-kaduna/,,,,,
CREEK FOREST HOTELS,https://hotels.ng/hotel/1407398-creek-forest-hotels,", Kaduna - 13E ILORIN ROAD MARAFA ESTATE, KADUNA STATE",https://hotels.ng/hotels-in-kaduna/,,,,,
Stonehedge Hotel Kaduna,https://hotels.ng/hotel/1437463-stonehedge-hotel-kaduna,", Kaduna - No. 4 Bank Road, Kaduna North, L.G.A Kaduna State",https://hotels.ng/hotels-in-kaduna/,,,,,
Tibishi Guest Inn,https://hotels.ng/hotel/1393361-tibishi-guest-inn,"Kaduna, Kaduna - Manchok Faso Street, Kaura,",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
"Trophy Hotel, Kaduna",https://hotels.ng/hotel/1393365-trophy-hotel-kaduna,"Kaduna, Kaduna - 10 Gwari Ave, Barnawa, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Umaru L. Hotel,https://hotels.ng/hotel/1393372-umaru-l-hotel,"Kaduna, Kaduna - Opposite G.G.C, Zonkwa",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,,,,
Walter Miller Guest House,https://hotels.ng/hotel/1393389-walter-miller-guest-house,"Zaria, Kaduna - Along St.Bartholomew School Road, Zaria",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,,,,
